NO,SEMESTRE,CR APROBADOS,CR INSRITOS,PROMEDIO,CARRERA
1118,1,,26,0,ARQUITECTURA
1119,1,,26,0,ARQUITECTURA
1120,1,,26,0,ARQUITECTURA
1121,1,,26,0,ARQUITECTURA
1122,1,,26,0,ARQUITECTURA
1123,1,,26,0,ARQUITECTURA
1124,1,,26,0,ARQUITECTURA
1125,1,,26,0,ARQUITECTURA
1126,1,,26,0,ARQUITECTURA
1127,1,,26,0,ARQUITECTURA
1128,1,,26,0,ARQUITECTURA
1129,1,,26,0,ARQUITECTURA
1130,1,,26,0,ARQUITECTURA
1131,1,,26,0,ARQUITECTURA
1132,1,,26,0,ARQUITECTURA
1133,1,,26,0,ARQUITECTURA
1134,1,,26,0,ARQUITECTURA
1135,1,,26,0,ARQUITECTURA
1136,1,,26,0,ARQUITECTURA
1137,1,,26,0,ARQUITECTURA
1138,1,,26,0,ARQUITECTURA
1139,1,,26,0,ARQUITECTURA
1140,1,,26,0,ARQUITECTURA
1141,1,,26,0,ARQUITECTURA
1142,1,,26,0,ARQUITECTURA
1143,1,,26,0,ARQUITECTURA
1144,1,,26,0,ARQUITECTURA
1145,14,201,39,78.21,BIOQUIMICA
1146,13,240,10,81.76,BIOQUIMICA
1147,13,210,40,80.3,BIOQUIMICA
1148,13,199,37,78.29,BIOQUIMICA
1149,13,197,43,77.4,BIOQUIMICA
1150,13,186,35,75.59,BIOQUIMICA
1151,12,175,20,84.86,BIOQUIMICA
1152,12,238,10,83.48,BIOQUIMICA
1153,12,200,35,83.1,BIOQUIMICA
1154,12,230,10,82.29,BIOQUIMICA
1155,12,196,39,82.07,BIOQUIMICA
1156,12,199,41,81.02,BIOQUIMICA
1157,12,198,26,80.98,BIOQUIMICA
1158,12,240,10,80.84,BIOQUIMICA
1159,12,250,10,80.31,BIOQUIMICA
1160,11,216,34,86.98,BIOQUIMICA
1161,11,223,17,85.81,BIOQUIMICA
1162,11,212,33,85.07,BIOQUIMICA
1163,11,216,34,83.89,BIOQUIMICA
1164,11,208,42,83.02,BIOQUIMICA
1165,11,219,26,82.65,BIOQUIMICA
1166,11,222,28,81.5,BIOQUIMICA
1167,11,222,28,81.3,BIOQUIMICA
1168,11,250,10,81.24,BIOQUIMICA
1169,11,225,15,80.17,BIOQUIMICA
1170,11,166,28,78.58,BIOQUIMICA
1171,11,235,10,78.41,BIOQUIMICA
1172,11,191,39,78.1,BIOQUIMICA
1173,11,206,39,77.84,BIOQUIMICA
1174,11,210,40,77.73,BIOQUIMICA
1175,11,206,39,75.77,BIOQUIMICA
1176,10,250,10,95.92,BIOQUIMICA
1177,10,250,10,95.53,BIOQUIMICA
1178,10,250,10,91.51,BIOQUIMICA
1179,10,240,10,91.42,BIOQUIMICA
1180,10,250,10,90.8,BIOQUIMICA
1181,10,250,10,90.39,BIOQUIMICA
1182,10,250,10,90.37,BIOQUIMICA
1183,10,250,10,89.78,BIOQUIMICA
1184,10,240,10,88.9,BIOQUIMICA
1185,10,250,10,88.51,BIOQUIMICA
1186,10,250,10,88.51,BIOQUIMICA
1187,10,240,10,87.32,BIOQUIMICA
1188,10,231,19,87.29,BIOQUIMICA
1189,10,250,10,87,BIOQUIMICA
1190,10,240,10,86.46,BIOQUIMICA
1191,10,240,10,86.32,BIOQUIMICA
1192,10,227,26,85.65,BIOQUIMICA
1193,10,117,23,84.54,BIOQUIMICA
1194,10,125,20,84.36,BIOQUIMICA
1195,10,231,19,84.09,BIOQUIMICA
1196,10,166,34,83.72,BIOQUIMICA
1197,10,222,13,83.35,BIOQUIMICA
1198,10,250,10,83.33,BIOQUIMICA
1199,10,220,15,82.96,BIOQUIMICA
1200,10,240,10,82.94,BIOQUIMICA
1201,10,215,20,82.69,BIOQUIMICA
1202,10,225,25,82.62,BIOQUIMICA
1203,10,158,35,82.32,BIOQUIMICA
1204,10,218,27,81.51,BIOQUIMICA
1205,10,135,22,80.77,BIOQUIMICA
1206,10,196,39,80.27,BIOQUIMICA
1207,10,211,39,80.09,BIOQUIMICA
1208,10,178,28,79.97,BIOQUIMICA
1209,10,178,34,79.87,BIOQUIMICA
1210,10,129,22,79.1,BIOQUIMICA
1211,10,153,28,77.88,BIOQUIMICA
1212,9,229,21,90.02,BIOQUIMICA
1213,9,240,10,88.68,BIOQUIMICA
1214,9,215,20,86.8,BIOQUIMICA
1215,9,189,28,84.63,BIOQUIMICA
1216,9,216,24,83.6,BIOQUIMICA
1217,9,173,28,83.54,BIOQUIMICA
1218,9,221,24,83.43,BIOQUIMICA
1219,9,179,28,82.82,BIOQUIMICA
1220,9,216,34,82.62,BIOQUIMICA
1221,9,151,18,81.85,BIOQUIMICA
1222,9,216,34,80.73,BIOQUIMICA
1223,9,214,31,80.71,BIOQUIMICA
1224,9,153,26,79.76,BIOQUIMICA
1225,9,167,26,79.58,BIOQUIMICA
1226,9,100,21,78.78,BIOQUIMICA
1227,9,140,36,78.7,BIOQUIMICA
1228,8,201,26,95.21,BIOQUIMICA
1229,8,206,21,94.74,BIOQUIMICA
1230,8,200,34,92.67,BIOQUIMICA
1231,8,201,26,92.05,BIOQUIMICA
1232,8,205,40,91.79,BIOQUIMICA
1233,8,205,40,91.67,BIOQUIMICA
1234,8,205,40,91.49,BIOQUIMICA
1235,8,200,40,90.55,BIOQUIMICA
1236,8,212,28,90.55,BIOQUIMICA
1237,8,200,34,89.88,BIOQUIMICA
1238,8,205,40,89.72,BIOQUIMICA
1239,8,201,19,89.33,BIOQUIMICA
1240,8,219,31,88.17,BIOQUIMICA
1241,8,212,38,87.7,BIOQUIMICA
1242,8,206,19,86.84,BIOQUIMICA
1243,8,174,31,86.51,BIOQUIMICA
1244,8,201,21,86.29,BIOQUIMICA
1245,8,188,41,85.95,BIOQUIMICA
1246,8,189,40,85.72,BIOQUIMICA
1247,8,201,21,85.52,BIOQUIMICA
1248,8,184,27,85.46,BIOQUIMICA
1249,8,206,29,85.16,BIOQUIMICA
1250,8,184,30,85.03,BIOQUIMICA
1251,8,206,31,85,BIOQUIMICA
1252,8,201,19,84.79,BIOQUIMICA
1253,8,201,21,84.69,BIOQUIMICA
1254,8,184,27,84.38,BIOQUIMICA
1255,8,201,31,84.1,BIOQUIMICA
1256,8,206,31,83.3,BIOQUIMICA
1257,8,172,27,83.22,BIOQUIMICA
1258,8,186,30,83.05,BIOQUIMICA
1259,8,148,23,82.94,BIOQUIMICA
1260,8,164,31,82.65,BIOQUIMICA
1261,8,201,19,82.43,BIOQUIMICA
1262,8,174,31,82.19,BIOQUIMICA
1263,8,158,26,81.5,BIOQUIMICA
1264,8,169,36,81.06,BIOQUIMICA
1265,8,159,29,80.85,BIOQUIMICA
1266,8,147,20,80.63,BIOQUIMICA
1267,8,164,36,80.4,BIOQUIMICA
1268,8,140,33,79.1,BIOQUIMICA
1269,8,107,23,78.92,BIOQUIMICA
1270,8,125,20,78.61,BIOQUIMICA
1271,8,132,33,78.38,BIOQUIMICA
1272,8,124,26,77.63,BIOQUIMICA
1273,8,79,17,76.39,BIOQUIMICA
1274,8,84,21,74.68,BIOQUIMICA
1275,7,170,30,86.28,BIOQUIMICA
1276,7,159,26,85.94,BIOQUIMICA
1277,7,164,26,85.89,BIOQUIMICA
1278,7,147,27,85.16,BIOQUIMICA
1279,7,160,30,85.12,BIOQUIMICA
1280,7,170,30,84.86,BIOQUIMICA
1281,7,165,30,84.51,BIOQUIMICA
1282,7,152,22,82.73,BIOQUIMICA
1283,7,142,32,82.45,BIOQUIMICA
1284,7,125,22,82.07,BIOQUIMICA
1285,7,147,22,82,BIOQUIMICA
1286,7,158,34,81.79,BIOQUIMICA
1287,7,134,32,81.72,BIOQUIMICA
1288,7,142,32,81.71,BIOQUIMICA
1289,7,142,32,81.35,BIOQUIMICA
1290,7,150,12,81.3,BIOQUIMICA
1291,7,70,19,79.75,BIOQUIMICA
1292,7,54,20,75.85,BIOQUIMICA
1293,6,140,30,97.1,BIOQUIMICA
1294,6,140,30,93.17,BIOQUIMICA
1295,6,146,24,91.71,BIOQUIMICA
1296,6,140,30,91.37,BIOQUIMICA
1297,6,135,30,91.24,BIOQUIMICA
1298,6,140,30,91.13,BIOQUIMICA
1299,6,140,30,90.97,BIOQUIMICA
1300,6,138,24,89.62,BIOQUIMICA
1301,6,123,26,89.26,BIOQUIMICA
1302,6,144,30,88.77,BIOQUIMICA
1303,6,144,30,88.65,BIOQUIMICA
1304,6,41,36,88.2,BIOQUIMICA
1305,6,141,33,88.13,BIOQUIMICA
1306,6,140,30,87.7,BIOQUIMICA
1307,6,123,26,87.37,BIOQUIMICA
1308,6,118,26,87.04,BIOQUIMICA
1309,6,140,30,86.9,BIOQUIMICA
1310,6,118,29,86.62,BIOQUIMICA
1311,6,144,30,85.9,BIOQUIMICA
1312,6,97,30,84.68,BIOQUIMICA
1313,6,140,30,84.5,BIOQUIMICA
1314,6,140,30,84.2,BIOQUIMICA
1315,6,123,26,84.04,BIOQUIMICA
1316,6,123,26,84.04,BIOQUIMICA
1317,6,118,25,83.81,BIOQUIMICA
1318,6,92,23,83.71,BIOQUIMICA
1319,6,118,29,83.35,BIOQUIMICA
1320,6,122,29,82.78,BIOQUIMICA
1321,6,122,29,82.41,BIOQUIMICA
1322,6,113,29,82.16,BIOQUIMICA
1323,6,105,23,82.13,BIOQUIMICA
1324,6,108,28,82.04,BIOQUIMICA
1325,6,94,22,81.81,BIOQUIMICA
1326,6,113,28,81.72,BIOQUIMICA
1327,6,82,10,81.32,BIOQUIMICA
1328,6,123,26,80.56,BIOQUIMICA
1329,6,115,29,79.2,BIOQUIMICA
1330,6,103,28,79.09,BIOQUIMICA
1331,5,110,30,86.38,BIOQUIMICA
1332,5,100,30,85.77,BIOQUIMICA
1333,5,100,27,85.55,BIOQUIMICA
1334,5,87,26,83.79,BIOQUIMICA
1335,5,104,29,83.73,BIOQUIMICA
1336,5,77,17,83.59,BIOQUIMICA
1337,5,93,26,83.15,BIOQUIMICA
1338,5,110,30,82.75,BIOQUIMICA
1339,5,90,23,82,BIOQUIMICA
1340,5,79,31,81.94,BIOQUIMICA
1341,5,105,24,81.61,BIOQUIMICA
1342,5,105,28,81.39,BIOQUIMICA
1343,5,88,29,80.47,BIOQUIMICA
1344,5,64,22,80,BIOQUIMICA
1345,5,47,22,79,BIOQUIMICA
1346,5,74,18,78.88,BIOQUIMICA
1347,5,75,21,78.19,BIOQUIMICA
1348,5,60,22,76.85,BIOQUIMICA
1349,4,82,28,96.22,BIOQUIMICA
1350,4,82,28,93.89,BIOQUIMICA
1351,4,82,28,93.22,BIOQUIMICA
1352,4,82,28,92.83,BIOQUIMICA
1353,4,82,28,92.44,BIOQUIMICA
1354,4,82,28,91.83,BIOQUIMICA
1355,4,82,28,91.44,BIOQUIMICA
1356,4,82,28,90.44,BIOQUIMICA
1357,4,82,28,90.28,BIOQUIMICA
1358,4,87,31,90.26,BIOQUIMICA
1359,4,67,17,89.13,BIOQUIMICA
1360,4,82,28,88.83,BIOQUIMICA
1361,4,92,33,88.6,BIOQUIMICA
1362,4,82,28,88.44,BIOQUIMICA
1363,4,90,23,87.65,BIOQUIMICA
1364,4,89,29,86.85,BIOQUIMICA
1365,4,28,21,86.71,BIOQUIMICA
1366,4,72,30,86.44,BIOQUIMICA
1367,4,82,28,86.33,BIOQUIMICA
1368,4,46,36,86.18,BIOQUIMICA
1369,4,82,28,85.72,BIOQUIMICA
1370,4,62,32,85,BIOQUIMICA
1371,4,72,25,84.5,BIOQUIMICA
1372,4,48,22,84.36,BIOQUIMICA
1373,4,67,27,84.33,BIOQUIMICA
1374,4,56,28,84,BIOQUIMICA
1375,4,18,28,83.8,BIOQUIMICA
1376,4,51,33,83.17,BIOQUIMICA
1377,4,82,28,83,BIOQUIMICA
1378,4,46,28,83,BIOQUIMICA
1379,4,57,27,82.92,BIOQUIMICA
1380,4,77,26,82.88,BIOQUIMICA
1381,4,46,20,82.8,BIOQUIMICA
1382,4,72,28,82.63,BIOQUIMICA
1383,4,62,32,82.29,BIOQUIMICA
1384,4,56,33,82,BIOQUIMICA
1385,4,66,22,81.93,BIOQUIMICA
1386,4,61,31,81.79,BIOQUIMICA
1387,4,57,25,81.77,BIOQUIMICA
1388,4,67,33,81.67,BIOQUIMICA
1389,4,72,30,81.63,BIOQUIMICA
1390,4,67,28,81.53,BIOQUIMICA
1391,4,56,21,81.31,BIOQUIMICA
