NO,SEMESTRE,CR APROBADOS,CR INSRITOS,PROMEDIO,CARRERA
3138,5,109,26,86.35,GESTION EMPRESARIAL
3139,5,97,35,86.29,GESTION EMPRESARIAL
3140,5,102,36,86.27,GESTION EMPRESARIAL
3141,5,107,36,86.09,GESTION EMPRESARIAL
3142,5,106,35,85.87,GESTION EMPRESARIAL
3143,5,92,35,85.85,GESTION EMPRESARIAL
3144,5,81,27,85.83,GESTION EMPRESARIAL
3145,5,97,20,85.52,GESTION EMPRESARIAL
3146,5,102,31,85.45,GESTION EMPRESARIAL
3147,5,84,34,85.39,GESTION EMPRESARIAL
3148,5,112,31,85.13,GESTION EMPRESARIAL
3149,5,92,36,85.1,GESTION EMPRESARIAL
3150,5,112,36,84.96,GESTION EMPRESARIAL
3151,5,92,30,84.85,GESTION EMPRESARIAL
3152,5,107,30,84.83,GESTION EMPRESARIAL
3153,5,82,18,84.67,GESTION EMPRESARIAL
3154,5,57,20,84.23,GESTION EMPRESARIAL
3155,5,40,18,84.22,GESTION EMPRESARIAL
3156,5,107,31,84.22,GESTION EMPRESARIAL
3157,5,103,31,84.18,GESTION EMPRESARIAL
3158,5,84,35,84.11,GESTION EMPRESARIAL
3159,5,38,21,83.78,GESTION EMPRESARIAL
3160,5,62,30,83.64,GESTION EMPRESARIAL
3161,5,102,31,83.59,GESTION EMPRESARIAL
3162,5,54,28,83.58,GESTION EMPRESARIAL
3163,5,35,18,83.25,GESTION EMPRESARIAL
3164,5,101,31,83.18,GESTION EMPRESARIAL
3165,5,97,31,83,GESTION EMPRESARIAL
3166,5,120,35,82.88,GESTION EMPRESARIAL
3167,5,72,26,82.13,GESTION EMPRESARIAL
3168,5,39,10,82,GESTION EMPRESARIAL
3169,5,50,21,81.91,GESTION EMPRESARIAL
3170,5,63,19,81.79,GESTION EMPRESARIAL
3171,5,55,24,80.92,GESTION EMPRESARIAL
3172,5,40,19,80.33,GESTION EMPRESARIAL
3173,4,87,36,93.47,GESTION EMPRESARIAL
3174,4,82,35,92.78,GESTION EMPRESARIAL
3175,4,82,25,91.83,GESTION EMPRESARIAL
3176,4,82,35,91.67,GESTION EMPRESARIAL
3177,4,78,29,91.29,GESTION EMPRESARIAL
3178,4,77,31,90.53,GESTION EMPRESARIAL
3179,4,58,30,90.46,GESTION EMPRESARIAL
3180,4,92,31,90.4,GESTION EMPRESARIAL
3181,4,82,30,90.39,GESTION EMPRESARIAL
3182,4,77,35,89.82,GESTION EMPRESARIAL
3183,4,82,35,89.72,GESTION EMPRESARIAL
3184,4,67,31,89.67,GESTION EMPRESARIAL
3185,4,82,35,89.56,GESTION EMPRESARIAL
3186,4,72,35,89.56,GESTION EMPRESARIAL
3187,4,78,18,89.41,GESTION EMPRESARIAL
3188,4,17,22,89,GESTION EMPRESARIAL
3189,4,82,30,88.89,GESTION EMPRESARIAL
3190,4,72,30,88.38,GESTION EMPRESARIAL
3191,4,82,30,88.11,GESTION EMPRESARIAL
3192,4,78,30,88.06,GESTION EMPRESARIAL
3193,4,72,35,88,GESTION EMPRESARIAL
3194,4,68,25,87.8,GESTION EMPRESARIAL
3195,4,78,30,87.65,GESTION EMPRESARIAL
3196,4,72,34,87.63,GESTION EMPRESARIAL
3197,4,87,36,87.53,GESTION EMPRESARIAL
3198,4,78,35,87.47,GESTION EMPRESARIAL
3199,4,77,35,87.41,GESTION EMPRESARIAL
3200,4,82,30,87.39,GESTION EMPRESARIAL
3201,4,74,34,87.38,GESTION EMPRESARIAL
3202,4,77,35,87.35,GESTION EMPRESARIAL
3203,4,44,19,87.1,GESTION EMPRESARIAL
3204,4,72,30,87.06,GESTION EMPRESARIAL
3205,4,82,25,87,GESTION EMPRESARIAL
3206,4,59,28,86.92,GESTION EMPRESARIAL
3207,4,71,36,86.88,GESTION EMPRESARIAL
3208,4,40,18,86.78,GESTION EMPRESARIAL
3209,4,82,30,86.67,GESTION EMPRESARIAL
3210,4,77,36,86.59,GESTION EMPRESARIAL
3211,4,77,31,86.12,GESTION EMPRESARIAL
3212,4,82,30,86.06,GESTION EMPRESARIAL
3213,4,82,30,86,GESTION EMPRESARIAL
3214,4,59,24,85.92,GESTION EMPRESARIAL
3215,4,62,25,85.64,GESTION EMPRESARIAL
3216,4,72,31,85.63,GESTION EMPRESARIAL
3217,4,49,20,85.36,GESTION EMPRESARIAL
3218,4,67,26,85.2,GESTION EMPRESARIAL
3219,4,77,30,85.18,GESTION EMPRESARIAL
3220,4,69,36,84.93,GESTION EMPRESARIAL
3221,4,48,29,84.55,GESTION EMPRESARIAL
3222,4,58,25,84.31,GESTION EMPRESARIAL
3223,4,74,29,83.94,GESTION EMPRESARIAL
3224,4,82,35,83.89,GESTION EMPRESARIAL
3225,4,49,24,83.82,GESTION EMPRESARIAL
3226,4,67,35,83.6,GESTION EMPRESARIAL
3227,4,26,22,82.33,GESTION EMPRESARIAL
3228,4,47,35,81.27,GESTION EMPRESARIAL
3229,4,64,23,81.14,GESTION EMPRESARIAL
3230,4,49,28,80,GESTION EMPRESARIAL
3231,3,54,28,93,GESTION EMPRESARIAL
3232,3,57,35,90.46,GESTION EMPRESARIAL
3233,3,54,28,90.33,GESTION EMPRESARIAL
3234,3,49,28,90,GESTION EMPRESARIAL
3235,3,41,23,89.89,GESTION EMPRESARIAL
3236,3,40,24,89.67,GESTION EMPRESARIAL
3237,3,49,28,89.45,GESTION EMPRESARIAL
3238,3,54,28,89,GESTION EMPRESARIAL
3239,3,44,33,89,GESTION EMPRESARIAL
3240,3,26,24,88.83,GESTION EMPRESARIAL
3241,3,54,28,88.83,GESTION EMPRESARIAL
3242,3,54,33,88.67,GESTION EMPRESARIAL
3243,3,45,24,88.6,GESTION EMPRESARIAL
3244,3,54,28,88.25,GESTION EMPRESARIAL
3245,3,44,33,88.2,GESTION EMPRESARIAL
3246,3,54,28,88.17,GESTION EMPRESARIAL
3247,3,49,33,87.82,GESTION EMPRESARIAL
3248,3,39,28,87.67,GESTION EMPRESARIAL
3249,3,54,28,87.67,GESTION EMPRESARIAL
3250,3,36,32,87.5,GESTION EMPRESARIAL
3251,3,49,28,87.45,GESTION EMPRESARIAL
3252,3,44,28,87.3,GESTION EMPRESARIAL
3253,3,49,28,87.27,GESTION EMPRESARIAL
3254,3,54,28,87.25,GESTION EMPRESARIAL
3255,3,44,28,87.2,GESTION EMPRESARIAL
3256,3,40,28,87.11,GESTION EMPRESARIAL
3257,3,54,28,87.08,GESTION EMPRESARIAL
3258,3,8,23,87,GESTION EMPRESARIAL
3259,3,44,33,86.7,GESTION EMPRESARIAL
3260,3,44,24,86.7,GESTION EMPRESARIAL
3261,3,21,19,86.6,GESTION EMPRESARIAL
3262,3,40,24,86.56,GESTION EMPRESARIAL
3263,3,39,28,86.56,GESTION EMPRESARIAL
3264,3,54,28,86.5,GESTION EMPRESARIAL
3265,3,45,28,86.3,GESTION EMPRESARIAL
3266,3,44,23,86.1,GESTION EMPRESARIAL
3267,3,54,28,86,GESTION EMPRESARIAL
3268,3,54,28,85.83,GESTION EMPRESARIAL
3269,3,54,28,85.75,GESTION EMPRESARIAL
3270,3,44,28,85.7,GESTION EMPRESARIAL
3271,3,39,28,85.67,GESTION EMPRESARIAL
3272,3,49,28,85.64,GESTION EMPRESARIAL
3273,3,44,28,85.6,GESTION EMPRESARIAL
3274,3,50,32,85.36,GESTION EMPRESARIAL
3275,3,41,25,85,GESTION EMPRESARIAL
3276,3,50,32,84.64,GESTION EMPRESARIAL
3277,3,55,25,84.58,GESTION EMPRESARIAL
3278,3,31,24,83.57,GESTION EMPRESARIAL
3279,3,45,28,83.5,GESTION EMPRESARIAL
3280,3,54,28,82.83,GESTION EMPRESARIAL
3281,3,45,28,82.6,GESTION EMPRESARIAL
3282,3,44,28,82.6,GESTION EMPRESARIAL
3283,3,45,28,82.5,GESTION EMPRESARIAL
3284,3,34,28,82.13,GESTION EMPRESARIAL
3285,3,35,28,80.5,GESTION EMPRESARIAL
3286,3,46,32,80.1,GESTION EMPRESARIAL
3287,3,30,28,78.71,GESTION EMPRESARIAL
3288,3,30,23,78.43,GESTION EMPRESARIAL
3289,2,13,27,97.33,GESTION EMPRESARIAL
3290,2,27,22,97,GESTION EMPRESARIAL
3291,2,17,27,95.75,GESTION EMPRESARIAL
3292,2,27,27,95.33,GESTION EMPRESARIAL
3293,2,17,32,95,GESTION EMPRESARIAL
3294,2,27,27,95,GESTION EMPRESARIAL
3295,2,17,22,94.25,GESTION EMPRESARIAL
3296,2,27,32,93.83,GESTION EMPRESARIAL
3297,2,13,23,93.67,GESTION EMPRESARIAL
3298,2,27,27,93.5,GESTION EMPRESARIAL
3299,2,27,27,93.5,GESTION EMPRESARIAL
3300,2,27,27,93.5,GESTION EMPRESARIAL
3301,2,27,27,93.33,GESTION EMPRESARIAL
3302,2,13,23,93.33,GESTION EMPRESARIAL
3303,2,27,27,93.33,GESTION EMPRESARIAL
3304,2,27,32,92.33,GESTION EMPRESARIAL
3305,2,27,27,92.17,GESTION EMPRESARIAL
3306,2,27,27,91.83,GESTION EMPRESARIAL
3307,2,27,26,91.83,GESTION EMPRESARIAL
3308,2,27,27,91.67,GESTION EMPRESARIAL
3309,2,27,27,91.5,GESTION EMPRESARIAL
3310,2,27,27,91.33,GESTION EMPRESARIAL
3311,2,27,27,91.33,GESTION EMPRESARIAL
3312,2,27,32,91,GESTION EMPRESARIAL
3313,2,27,27,91,GESTION EMPRESARIAL
3314,2,27,27,90.83,GESTION EMPRESARIAL
3315,2,27,27,90.83,GESTION EMPRESARIAL
3316,2,27,27,90.5,GESTION EMPRESARIAL
3317,2,22,27,90.4,GESTION EMPRESARIAL
3318,2,22,27,90.4,GESTION EMPRESARIAL
3319,2,22,27,90.2,GESTION EMPRESARIAL
3320,2,22,27,90,GESTION EMPRESARIAL
3321,2,27,32,90,GESTION EMPRESARIAL
3322,2,27,22,89.83,GESTION EMPRESARIAL
3323,2,27,27,89.33,GESTION EMPRESARIAL
3324,2,27,27,89.33,GESTION EMPRESARIAL
3325,2,22,23,89.2,GESTION EMPRESARIAL
3326,2,22,27,89.2,GESTION EMPRESARIAL
3327,2,17,32,89,GESTION EMPRESARIAL
3328,2,27,32,89,GESTION EMPRESARIAL
3329,2,27,32,89,GESTION EMPRESARIAL
3330,2,27,27,89,GESTION EMPRESARIAL
3331,2,27,27,88.67,GESTION EMPRESARIAL
3332,2,22,32,88.4,GESTION EMPRESARIAL
3333,2,27,32,88.33,GESTION EMPRESARIAL
3334,2,27,27,88.33,GESTION EMPRESARIAL
3335,2,13,28,88.33,GESTION EMPRESARIAL
3336,2,18,26,88.25,GESTION EMPRESARIAL
3337,2,22,27,88.2,GESTION EMPRESARIAL
3338,2,22,27,88,GESTION EMPRESARIAL
3339,2,27,31,87.67,GESTION EMPRESARIAL
3340,2,27,27,87.67,GESTION EMPRESARIAL
3341,2,27,27,87.17,GESTION EMPRESARIAL
3342,2,27,23,87.17,GESTION EMPRESARIAL
3343,2,27,27,87,GESTION EMPRESARIAL
3344,2,22,22,87,GESTION EMPRESARIAL
3345,2,22,27,86,GESTION EMPRESARIAL
3346,2,27,27,85.83,GESTION EMPRESARIAL
3347,2,27,31,85.83,GESTION EMPRESARIAL
3348,2,27,27,85.83,GESTION EMPRESARIAL
3349,2,27,32,85.17,GESTION EMPRESARIAL
3350,2,27,31,85,GESTION EMPRESARIAL
3351,2,27,31,85,GESTION EMPRESARIAL
3352,2,27,27,84,GESTION EMPRESARIAL
3353,2,27,31,84,GESTION EMPRESARIAL
3354,2,27,31,84,GESTION EMPRESARIAL
3355,2,22,32,83.8,GESTION EMPRESARIAL
3356,2,22,31,83.8,GESTION EMPRESARIAL
3357,2,27,27,83.5,GESTION EMPRESARIAL
3358,2,23,31,81.4,GESTION EMPRESARIAL
3359,2,22,31,81.2,GESTION EMPRESARIAL
3360,2,27,31,81.17,GESTION EMPRESARIAL
3361,2,18,10,80.5,GESTION EMPRESARIAL
3362,2,4,35,80,GESTION EMPRESARIAL
3363,2,22,26,79.6,GESTION EMPRESARIAL
3364,2,17,32,79.25,GESTION EMPRESARIAL
3365,2,13,36,75,GESTION EMPRESARIAL
3366,2,,27,0,GESTION EMPRESARIAL
3367,1,,27,0,GESTION EMPRESARIAL
3368,1,,27,0,GESTION EMPRESARIAL
3369,1,,27,0,GESTION EMPRESARIAL
3370,1,,27,0,GESTION EMPRESARIAL
3371,1,,27,0,GESTION EMPRESARIAL
3372,1,,27,0,GESTION EMPRESARIAL
3373,1,,27,0,GESTION EMPRESARIAL
3374,1,,27,0,GESTION EMPRESARIAL
3375,1,,27,0,GESTION EMPRESARIAL
3376,1,,27,0,GESTION EMPRESARIAL
3377,1,,27,0,GESTION EMPRESARIAL
3378,1,,27,0,GESTION EMPRESARIAL
3379,1,,27,0,GESTION EMPRESARIAL
3380,1,,27,0,GESTION EMPRESARIAL
3381,1,,27,0,GESTION EMPRESARIAL
3382,1,,27,0,GESTION EMPRESARIAL
3383,1,,27,0,GESTION EMPRESARIAL
3384,1,,27,0,GESTION EMPRESARIAL
3385,1,,27,0,GESTION EMPRESARIAL
3386,1,,27,0,GESTION EMPRESARIAL
3387,1,,27,0,GESTION EMPRESARIAL
3388,1,,27,0,GESTION EMPRESARIAL
3389,1,,27,0,GESTION EMPRESARIAL
3390,1,,27,0,GESTION EMPRESARIAL
3391,1,,27,0,GESTION EMPRESARIAL
3392,1,,27,0,GESTION EMPRESARIAL
3393,1,,27,0,GESTION EMPRESARIAL
3394,1,,27,0,GESTION EMPRESARIAL
3395,1,,24,0,GESTION EMPRESARIAL
3396,1,,27,0,GESTION EMPRESARIAL
3397,1,,27,0,GESTION EMPRESARIAL
3398,1,,27,0,GESTION EMPRESARIAL
3399,1,,27,0,GESTION EMPRESARIAL
3400,1,,27,0,GESTION EMPRESARIAL
3401,1,,27,0,GESTION EMPRESARIAL
3402,1,,27,0,GESTION EMPRESARIAL
3403,1,,27,0,GESTION EMPRESARIAL
3404,1,,27,0,GESTION EMPRESARIAL
3405,1,,27,0,GESTION EMPRESARIAL
3406,1,,27,0,GESTION EMPRESARIAL
3407,1,,27,0,GESTION EMPRESARIAL
3408,1,,27,0,GESTION EMPRESARIAL
3409,1,,27,0,GESTION EMPRESARIAL
3410,1,,27,0,GESTION EMPRESARIAL
3411,14,235,10,79.74,INDUSTRIAL
3412,13,235,5,80.83,INDUSTRIAL
3413,13,231,19,80.02,INDUSTRIAL
3414,13,250,10,79.67,INDUSTRIAL
3415,13,224,16,78.1,INDUSTRIAL
3416,13,196,38,77.96,INDUSTRIAL
3417,13,235,5,77.89,INDUSTRIAL
3418,13,202,24,76.91,INDUSTRIAL
3419,13,217,24,76.9,INDUSTRIAL
3420,13,189,27,76.16,INDUSTRIAL
3421,12,234,16,88.36,INDUSTRIAL
3422,12,229,16,82.08,INDUSTRIAL
3423,12,255,5,80.85,INDUSTRIAL
3424,12,246,4,80.76,INDUSTRIAL
3425,12,211,9,80.6,INDUSTRIAL
3426,12,186,30,80.05,INDUSTRIAL
3427,12,207,24,79.94,INDUSTRIAL
3428,12,225,10,79.69,INDUSTRIAL
3429,12,246,4,79.28,INDUSTRIAL
3430,12,236,4,79.21,INDUSTRIAL
3431,12,236,14,78.68,INDUSTRIAL
3432,12,194,28,77.2,INDUSTRIAL
3433,11,235,10,87.3,INDUSTRIAL
3434,11,204,41,84.48,INDUSTRIAL
3435,11,245,10,83.52,INDUSTRIAL
3436,11,168,24,83.5,INDUSTRIAL
3437,11,250,10,82.69,INDUSTRIAL
3438,11,155,21,82.46,INDUSTRIAL
3439,11,240,10,81.59,INDUSTRIAL
3440,11,193,27,80.95,INDUSTRIAL
3441,11,153,27,80.66,INDUSTRIAL
3442,11,183,17,80.57,INDUSTRIAL
3443,11,235,10,80.4,INDUSTRIAL
3444,11,245,10,80.37,INDUSTRIAL
3445,11,205,35,80.26,INDUSTRIAL
3446,11,201,28,80.24,INDUSTRIAL
3447,11,240,10,80.17,INDUSTRIAL
3448,11,192,35,80.16,INDUSTRIAL
3449,11,209,13,80.02,INDUSTRIAL
3450,11,229,11,79.92,INDUSTRIAL
3451,11,206,39,79.89,INDUSTRIAL
3452,11,204,28,79.65,INDUSTRIAL
3453,11,235,15,79.42,INDUSTRIAL
3454,11,202,29,79.41,INDUSTRIAL
3455,11,183,28,79.33,INDUSTRIAL
3456,11,200,30,78.78,INDUSTRIAL
3457,11,215,30,78.57,INDUSTRIAL
3458,11,168,24,78.38,INDUSTRIAL
3459,11,230,10,78.17,INDUSTRIAL
3460,11,202,23,77.91,INDUSTRIAL
3461,11,194,28,77.86,INDUSTRIAL
3462,11,199,24,77.69,INDUSTRIAL
3463,11,200,38,76.91,INDUSTRIAL
3464,11,188,23,76.65,INDUSTRIAL
3465,11,144,19,75.58,INDUSTRIAL
3466,10,250,10,91.2,INDUSTRIAL
3467,10,235,10,90.94,INDUSTRIAL
3468,10,250,10,89.62,INDUSTRIAL
3469,10,240,10,89.52,INDUSTRIAL
3470,10,240,10,87.74,INDUSTRIAL
3471,10,240,10,87.41,INDUSTRIAL
3472,10,240,10,87.35,INDUSTRIAL
3473,10,250,10,87.16,INDUSTRIAL
3474,10,184,28,85.62,INDUSTRIAL
3475,10,222,13,85.14,INDUSTRIAL
3476,10,235,10,84.74,INDUSTRIAL
3477,10,240,10,83.89,INDUSTRIAL
3478,10,235,10,83.85,INDUSTRIAL
3479,10,240,10,83.2,INDUSTRIAL
3480,10,245,10,82.93,INDUSTRIAL
3481,10,191,38,82.86,INDUSTRIAL
3482,10,176,36,82.65,INDUSTRIAL
3483,10,250,10,82.27,INDUSTRIAL
3484,10,240,10,82.19,INDUSTRIAL
3485,10,183,23,81.76,INDUSTRIAL
3486,10,120,26,81.74,INDUSTRIAL
3487,10,227,10,81.51,INDUSTRIAL
3488,10,245,10,81.17,INDUSTRIAL
3489,10,192,34,80.79,INDUSTRIAL
3490,10,234,16,80.77,INDUSTRIAL
3491,10,208,5,80.68,INDUSTRIAL
3492,10,250,10,80.56,INDUSTRIAL
3493,10,152,22,80.31,INDUSTRIAL
3494,10,221,24,79.96,INDUSTRIAL
3495,10,219,16,79.92,INDUSTRIAL
3496,10,176,27,79.83,INDUSTRIAL
3497,10,235,15,79.81,INDUSTRIAL
3498,10,201,23,79.78,INDUSTRIAL
3499,10,205,30,79.74,INDUSTRIAL
3500,10,230,5,79.58,INDUSTRIAL
3501,10,150,23,79.24,INDUSTRIAL
3502,10,185,29,79.12,INDUSTRIAL
3503,10,166,26,79.05,INDUSTRIAL
3504,10,153,25,77.14,INDUSTRIAL
3505,10,161,31,76.08,INDUSTRIAL
3506,9,250,10,91.89,INDUSTRIAL
3507,9,250,10,91.55,INDUSTRIAL
3508,9,250,10,91.35,INDUSTRIAL
3509,9,250,10,90.71,INDUSTRIAL
3510,9,240,10,90.31,INDUSTRIAL
3511,9,250,10,89.96,INDUSTRIAL
3512,9,240,10,89.59,INDUSTRIAL
3513,9,240,10,88.87,INDUSTRIAL
3514,9,240,10,88.48,INDUSTRIAL
3515,9,234,16,88.43,INDUSTRIAL
3516,9,240,10,88.33,INDUSTRIAL
3517,9,240,10,88.26,INDUSTRIAL
3518,9,240,10,87.07,INDUSTRIAL
3519,9,240,10,86.69,INDUSTRIAL
3520,9,215,35,86.67,INDUSTRIAL
3521,9,235,10,86.23,INDUSTRIAL
3522,9,219,16,86,INDUSTRIAL
3523,9,240,10,85.8,INDUSTRIAL
3524,9,219,21,85.22,INDUSTRIAL
3525,9,205,35,84.81,INDUSTRIAL
3526,9,240,10,84.78,INDUSTRIAL
3527,9,197,39,84.67,INDUSTRIAL
3528,9,229,16,84.31,INDUSTRIAL
3529,9,207,38,84.3,INDUSTRIAL
3530,9,220,30,84.28,INDUSTRIAL
3531,9,127,30,84.07,INDUSTRIAL
3532,9,202,24,83.91,INDUSTRIAL
3533,9,177,22,83.78,INDUSTRIAL
3534,9,182,27,83.31,INDUSTRIAL
3535,9,229,21,83.02,INDUSTRIAL
3536,9,211,34,82.85,INDUSTRIAL
3537,9,203,39,82.83,INDUSTRIAL
3538,9,206,39,82.81,INDUSTRIAL
3539,9,214,20,82.78,INDUSTRIAL
3540,9,235,15,82.74,INDUSTRIAL
3541,9,196,23,82.67,INDUSTRIAL
3542,9,175,18,82.65,INDUSTRIAL
3543,9,211,35,82.56,INDUSTRIAL
3544,9,210,35,82.29,INDUSTRIAL
3545,9,240,10,82.2,INDUSTRIAL
3546,9,210,35,82.19,INDUSTRIAL
3547,9,145,26,82.15,INDUSTRIAL
3548,9,215,35,82.14,INDUSTRIAL
3549,9,210,35,82.1,INDUSTRIAL
3550,9,214,31,82.04,INDUSTRIAL
3551,9,219,26,81.98,INDUSTRIAL
3552,9,162,25,81.89,INDUSTRIAL
3553,9,178,27,81.76,INDUSTRIAL
3554,9,216,29,81.41,INDUSTRIAL
3555,9,236,14,81.25,INDUSTRIAL
3556,9,206,29,81.17,INDUSTRIAL
3557,9,195,26,81.16,INDUSTRIAL
3558,9,169,21,80.84,INDUSTRIAL
3559,9,170,28,80.72,INDUSTRIAL
3560,9,197,38,80.67,INDUSTRIAL
3561,9,202,37,80.33,INDUSTRIAL
3562,9,211,34,80.23,INDUSTRIAL
3563,9,130,21,80.2,INDUSTRIAL
3564,9,234,16,80.13,INDUSTRIAL
3565,9,227,13,80.06,INDUSTRIAL
3566,9,159,27,79.78,INDUSTRIAL
3567,9,170,31,79.44,INDUSTRIAL
3568,9,116,33,79.04,INDUSTRIAL
3569,9,222,23,78.82,INDUSTRIAL
3570,9,192,18,78.39,INDUSTRIAL
3571,8,210,40,95.73,INDUSTRIAL
3572,8,206,39,94.72,INDUSTRIAL
3573,8,200,22,94.29,INDUSTRIAL
3574,8,216,34,94.04,INDUSTRIAL
3575,8,217,33,93.8,INDUSTRIAL
3576,8,205,40,93.79,INDUSTRIAL
3577,8,204,27,93.41,INDUSTRIAL
3578,8,212,38,93.33,INDUSTRIAL
3579,8,204,28,93.26,INDUSTRIAL
3580,8,205,40,93.02,INDUSTRIAL
3581,8,206,39,92.98,INDUSTRIAL
3582,8,212,38,92.98,INDUSTRIAL
3583,8,206,39,92.11,INDUSTRIAL
3584,8,197,39,92.02,INDUSTRIAL
3585,8,208,42,91.53,INDUSTRIAL
3586,8,189,35,91.53,INDUSTRIAL
3587,8,217,23,91.47,INDUSTRIAL
3588,8,197,25,91.42,INDUSTRIAL
3589,8,213,37,91.29,INDUSTRIAL
3590,8,217,23,91.18,INDUSTRIAL
3591,8,204,28,91.17,INDUSTRIAL
3592,8,197,39,91,INDUSTRIAL
3593,8,184,20,90.98,INDUSTRIAL
3594,8,213,27,90.71,INDUSTRIAL
3595,8,208,37,90.04,INDUSTRIAL
3596,8,210,40,89.31,INDUSTRIAL
3597,8,208,37,89.02,INDUSTRIAL
3598,8,203,42,88.98,INDUSTRIAL
3599,8,212,28,88.08,INDUSTRIAL
3600,8,188,22,87.74,INDUSTRIAL
3601,8,188,27,87.58,INDUSTRIAL
3602,8,206,39,87.45,INDUSTRIAL
3603,8,206,39,87.26,INDUSTRIAL
3604,8,214,36,87.23,INDUSTRIAL
3605,8,205,40,87.21,INDUSTRIAL
3606,8,199,32,87.02,INDUSTRIAL
3607,8,115,22,86.81,INDUSTRIAL
3608,8,203,32,86.5,INDUSTRIAL
3609,8,175,31,86.45,INDUSTRIAL
3610,8,188,27,86.21,INDUSTRIAL
3611,8,199,30,85.78,INDUSTRIAL
3612,8,210,40,85.67,INDUSTRIAL
3613,8,180,32,85.59,INDUSTRIAL
3614,8,202,38,85.48,INDUSTRIAL
3615,8,187,27,85.05,INDUSTRIAL
3616,8,173,26,84.97,INDUSTRIAL
3617,8,180,33,84.2,INDUSTRIAL
3618,8,207,29,84.09,INDUSTRIAL
3619,8,179,33,83.98,INDUSTRIAL
3620,8,186,36,83.95,INDUSTRIAL
3621,8,155,20,83.91,INDUSTRIAL
3622,8,188,22,83.67,INDUSTRIAL
3623,8,131,26,82.7,INDUSTRIAL
3624,8,180,26,82.54,INDUSTRIAL
3625,8,189,22,82.47,INDUSTRIAL
3626,8,198,37,82.02,INDUSTRIAL
3627,8,123,18,81.5,INDUSTRIAL
3628,8,193,37,81.36,INDUSTRIAL
3629,8,173,22,81.35,INDUSTRIAL
3630,8,153,22,81.32,INDUSTRIAL
3631,8,175,20,81.28,INDUSTRIAL
3632,8,116,22,81.26,INDUSTRIAL
3633,8,179,33,80.9,INDUSTRIAL
3634,8,192,34,80.73,INDUSTRIAL
3635,8,127,21,80.67,INDUSTRIAL
3636,8,122,21,80.5,INDUSTRIAL
3637,8,163,26,80.16,INDUSTRIAL
3638,8,147,27,80.12,INDUSTRIAL
3639,8,170,22,79.69,INDUSTRIAL
3640,8,154,25,79.6,INDUSTRIAL
3641,8,142,31,79.5,INDUSTRIAL
3642,8,124,25,79.36,INDUSTRIAL
3643,8,181,32,79.27,INDUSTRIAL
3644,7,180,30,91.9,INDUSTRIAL
3645,7,181,29,89.98,INDUSTRIAL
3646,7,181,29,89.8,INDUSTRIAL
3647,7,172,29,89.67,INDUSTRIAL
3648,7,180,36,89.17,INDUSTRIAL
3649,7,181,29,89.15,INDUSTRIAL
3650,7,184,32,88.43,INDUSTRIAL
3651,7,181,29,88.22,INDUSTRIAL
3652,7,171,35,87.92,INDUSTRIAL
3653,7,176,24,87.72,INDUSTRIAL
3654,7,181,36,87.66,INDUSTRIAL
3655,7,183,27,87.6,INDUSTRIAL
3656,7,189,32,87.51,INDUSTRIAL
3657,7,185,27,86.95,INDUSTRIAL
3658,7,170,31,86.74,INDUSTRIAL
3659,7,157,32,86.72,INDUSTRIAL
3660,7,180,26,86.59,INDUSTRIAL
3661,7,176,34,86.22,INDUSTRIAL
3662,7,176,27,85.58,INDUSTRIAL
3663,7,176,36,85.4,INDUSTRIAL
3664,7,146,25,84.91,INDUSTRIAL
3665,7,176,25,84.9,INDUSTRIAL
3666,7,174,27,84.88,INDUSTRIAL
3667,7,137,17,84.74,INDUSTRIAL
3668,7,163,33,84.49,INDUSTRIAL
3669,7,179,31,84.37,INDUSTRIAL
3670,7,171,35,84.33,INDUSTRIAL
3671,7,181,27,84.12,INDUSTRIAL
3672,7,158,29,84,INDUSTRIAL
3673,7,170,22,83.85,INDUSTRIAL
3674,7,171,32,83.67,INDUSTRIAL
3675,7,156,32,83.53,INDUSTRIAL
3676,7,87,25,83.5,INDUSTRIAL
3677,7,110,26,83.4,INDUSTRIAL
3678,7,142,20,83.19,INDUSTRIAL
3679,7,166,31,83,INDUSTRIAL
3680,7,111,31,82.96,INDUSTRIAL
3681,7,150,35,82.68,INDUSTRIAL
3682,7,122,29,82.54,INDUSTRIAL
3683,7,167,30,82.53,INDUSTRIAL
3684,7,176,32,82.53,INDUSTRIAL
3685,7,135,27,82.48,INDUSTRIAL
3686,7,158,35,82.39,INDUSTRIAL
3687,7,98,25,82.35,INDUSTRIAL
3688,7,151,30,82.32,INDUSTRIAL
3689,7,127,31,82.21,INDUSTRIAL
3690,7,149,31,82.06,INDUSTRIAL
3691,7,124,30,81.83,INDUSTRIAL
3692,7,107,21,81.79,INDUSTRIAL
3693,7,152,25,81.77,INDUSTRIAL
3694,7,111,21,81.72,INDUSTRIAL
3695,7,154,32,81.57,INDUSTRIAL
3696,7,150,27,81.44,INDUSTRIAL
3697,7,115,21,81.38,INDUSTRIAL
3698,7,143,25,81.28,INDUSTRIAL
3699,7,145,27,80.97,INDUSTRIAL
3700,7,85,22,80.75,INDUSTRIAL
3701,7,98,24,80.74,INDUSTRIAL
3702,7,68,23,80.69,INDUSTRIAL
3703,7,100,30,80.52,INDUSTRIAL
3704,7,151,30,80.15,INDUSTRIAL
3705,7,154,30,80.11,INDUSTRIAL
